,﻿銘柄コード,銘柄名,業種,上場市場,次回決算発表日,次回決算発表時間,時価総額,Average Daily Volume(25days),株価,前営業日終値,本日の株価変化率,Bid,Ask,Mid,Mid_Chg_Pct,当日のVolume,Day_High,Day_Low,過去1カ月トータルリターン,過去3か月トータルリターン,過去6か月トータルリターン,過去1年トータルリターン,過去3年トータルリターン,過去5年トータルリターン,25日移動平均,RSI(14日間),配当利回り,PER,PBR,現値と25日移動平均の乖離,Updated_At
1458,4582 JT Equity,シンバイオ製薬,Pharmaceuticals,グロース,2026/05/07,,6845619720,1134281.481,92,92,0,92,93,92.5,0.010928962,486200,94,91,-0.206896552,0.045454545,-0.245901639,-0.414012739,-0.771144279,-0.928682171,104.0740741,22.70977146,,,4.301589085,-0.116014235,2026/04/28 6:57
1459,4583 JT Equity,カイオム・バイオサイエンス,Life Sciences Tools & Services,グロース,2026/05/14,,7336642500,428248.1481,99,98,0.010204082,98,99,98.5,0,503200,99,97,-0.038834951,-0.123893805,-0.220472441,-0.238461538,-0.497461929,-0.565789474,102.7777778,34.02709819,,,6.038624757,-0.036756757,2026/04/28 6:57
1460,4584 JT Equity,キッズウェル・バイオ,Biotechnology,グロース,2026/05/14,15:00,11314139532,550822.2222,228,227,0.004405286,227,229,228,0.002197802,352500,229,225,-0.061728395,-0.102362205,-0.053941909,0.78125,-0.05,-0.498901099,246.7037037,30.97965252,,541.7452752,5.871976036,-0.075814442,2026/04/28 6:57
1461,4586 JT Equity,メドレックス,Pharmaceuticals,グロース,2026/05/15,14:00,4689842900,1179451.852,79,80,-0.0125,78,79,78.5,-0.01875,573100,81,78,-0.254716981,-0.318965517,-0.439716312,0.144927536,-0.473333333,-0.662393162,91.96296296,31.77775065,,,2.288854807,-0.140958518,2026/04/28 6:57
1462,4587 JT Equity,ペプチドリーム,Biotechnology,プライム,2026/05/13,14:45,1.52047E+11,979848.1481,1169.5,1185,-0.013080169,1168.5,1173,1170.75,-0.010145847,833500,1197.5,1165.5,-0.002133106,-0.246456186,-0.280529068,-0.389454451,-0.360928962,-0.74576087,1195.888889,44.25287798,,,2.932676618,-0.022066338,2026/04/28 6:57
1463,4588 JT Equity,オンコリスバイオファーマ,Biotechnology,グロース,2026/05/08,14:00,84303867900,1128718.519,2877,2932,-0.018758527,2876,2880,2878,-0.019420784,756400,3030,2861,0.284375,0.838338658,3.018156425,4.083038869,3.632850242,1.495229835,2558.555556,57.79253264,,,21.05545819,0.124462587,2026/04/28 6:57
1464,4591 JT Equity,リボミック,Biotechnology,グロース,2026/05/14,14:00,4292278560,996270.3704,79,80,-0.0125,79,80,79.5,-0.01242236,347700,80,79,-0.122222222,-0.081395349,-0.131868132,-0.141304348,-0.545977011,-0.75617284,88.14814815,25.21092105,,,1.331102561,-0.103781513,2026/04/28 6:57
1465,4592 JT Equity,サンバイオ,Biotechnology,グロース,2026/06/12,,1.54289E+11,914481.4815,1977,2002,-0.012487512,1974,1978,1976,-0.01372598,628800,2032,1972,0.082101806,0.074456522,-0.299184686,-0.019831433,2.158146965,0.293848168,1971.148148,44.86232873,,,11.33955275,0.002968753,2026/04/28 6:57
1466,4593 JT Equity,ヘリオス,Biotechnology,グロース,2026/05/14,14:00,43470708400,2325474.074,322,342,-0.058479532,321,322,321.5,-0.061313869,4912900,344,309,-0.167958656,-0.108033241,-0.364891519,0.00625,0.129824561,-0.810476751,372,29.47671952,,,7.620462536,-0.134408602,2026/04/28 6:57
1467,4594 JT Equity,ブライトパス・バイオ,Biotechnology,グロース,2026/05/14,14:00,7777912800,7158400,56,56,0,56,57,56.5,0,1928600,57,55,-0.253333333,-0.138461538,-0.096774194,0.435897436,-0.616438356,-0.70212766,67.18518519,29.29518742,,,5.692852103,-0.166482911,2026/04/28 6:57
1468,4595 JT Equity,ミズホメディー,Health Care Equipment & Supplies,スタンダード,2026/05/13,11:00,33815880000,70722.22222,1775,1783,-0.00448682,1775,1780,1777.5,-0.001123911,74700,1789,1772,-0.01987852,0.006235828,0.11985231,0.255542681,0.904721794,0.253077104,1815.185185,32.91479938,0.056338028,9.867935721,1.80964214,-0.022138339,2026/04/28 6:57
1469,4596 JT Equity,窪田製薬ホールディングス,Pharmaceuticals,グロース,2026/05/14,,13019403072,2517477.778,94,95,-0.010526316,93,94,93.5,-0.015789474,1419400,96,92,-0.040816327,-0.050505051,0.566666667,1.043478261,-0.113207547,-0.62992126,97.77777778,43.0507935,,,5.980700249,-0.038636364,2026/04/28 6:57
1470,4597 JT Equity,ソレイジア・ファーマ,Biotechnology,グロース,2026/05/15,14:00,9296088410,60456637.04,34,33,0.03030303,33,35,34,0.014925373,51701000,35,33,0.03030303,0.172413793,-0.028571429,0.03030303,-0.260869565,-0.758865248,34.22222222,45.88565455,,,5.109700615,-0.006493506,2026/04/28 6:57
1471,4598 JT Equity,Delta-Fly Pharma Inc,Biotechnology,グロース,2026/05/15,14:00,2771010000,426974.0741,198,197,0.005076142,198,199,198.5,0.005063291,138600,199,194,-0.01,-0.150214592,-0.554054054,-0.576923077,-0.833333333,-0.854518736,198.4074074,46.17091509,,,11.60584527,-0.002053388,2026/04/28 6:57
1472,4599 JT Equity,ステムリム,Biotechnology,グロース,2026/06/11,,18867041200,152237.037,301,300,0.003333333,301,304,302.5,0.008333333,76900,304,298,0.041522491,-0.032154341,0.082733813,-0.090634441,-0.759584665,-0.62375,305.2962963,44.3478179,,,2.870050321,-0.014072546,2026/04/28 6:57
1473,460A JT Equity,BRANU,IT Services,グロース,2026/06/19,,3019500000,24114.81481,671,653,0.027565084,659,671,665,0.013719512,8900,678,660,0.022865854,-0.325628141,-0.496246246,-0.496246246,-0.496246246,-0.496246246,703.7407407,38.06659744,,13.00463205,3.480057811,-0.046523867,2026/04/28 6:57
1474,4611 JT Equity,大日本塗料,Chemicals,プライム,2026/05/13,13:00,36960083432,150251.8519,1244,1222,0.018003273,1237,1245,1241,0.015548282,109600,1244,1225,0.016339869,-0.055150317,-0.008411178,0.029184607,0.626156758,0.739790895,1265.703704,43.21658413,0.046623794,9.973651761,0.54639376,-0.017147539,2026/04/28 6:57
1475,4612 JT Equity,日本ペイントホールディングス,Chemicals,プライム,2026/05/15,14:30,2.37051E+12,3598500,1000,986.3,0.013890297,999.9000244,1000.5,1000.200012,0.014813324,4227200,1003.5,993.2999878,0.01010101,0.007455168,0.000643678,-0.04054987,-0.148288074,-0.338926868,994.0851852,52.00045552,0.016,12.67956627,1.290533749,0.005950008,2026/04/28 6:57
1476,4613 JT Equity,関西ペイント,Chemicals,プライム,2026/05/11,14:30,4.22783E+11,1166862.963,2375.5,2384,-0.003565436,2375.5,2377,2376.25,-0.003877594,548100,2392.5,2371,0.002743774,-0.013734669,-0.036793775,0.149109862,0.352474412,-0.050409737,2433.185185,36.06845262,0.046306041,14.19931574,1.461826182,-0.023707684,2026/04/28 6:57
1477,4615 JT Equity,神東塗料,Chemicals,スタンダード,2026/05/12,14:00,4393740000,35311.11111,129,129,0,127,129,128,0,39000,129,127,0.0078125,0.032,0.015748031,-0.015267176,-0.044444444,-0.344729299,126.8148148,64.9078257,,,0.325629293,0.017231308,2026/04/28 6:57
1478,4616 JT Equity,川上塗料,Chemicals,スタンダード,2026/07/14,,1900000000,638.4615385,1900,1866,0.018220793,1875,1949,1912,0.020549773,700,1946,1900,0.012253596,-0.025641026,-0.140203037,0.189878721,0.116515172,0.645049723,1879.307692,58.78836627,0.023157895,18.11988269,0.542951504,0.011010601,2026/04/28 6:57
1479,4617 JT Equity,中国塗料,Chemicals,プライム,2026/05/11,14:00,1.793E+11,423829.6296,3260,3260,0,3245,3265,3255,0,172300,3270,3225,-0.022488756,-0.254414544,-0.204411208,0.627626973,2.108843368,3.071258967,3380.555556,41.56356146,0.03404908,12.92050292,1.829699358,-0.035661463,2026/04/28 6:57
1480,4619 JT Equity,日本特殊塗料,Automobile Components,スタンダード,2026/05/14,,48851572800,42592.59259,2069,2051,0.008776207,2062,2069,2065.5,0.006333739,25400,2069,2051,-0.045664207,-0.090953336,0.004848841,0.490657896,1.396715237,1.558088477,2188.222222,27.39262019,0.053165781,8.851625906,0.758325899,-0.054483599,2026/04/28 6:57
1481,4620 JT Equity,藤倉化成,Chemicals,スタンダード,2026/05/14,13:00,38007200000,234622.2222,1232,1154,0.067590988,1224,1233,1228.5,0.064558059,276800,1232,1145,0.073170732,0.619537602,1.032360912,1.656003723,2.085169342,1.715865452,1176,57.26698124,0.016233766,25.62357848,0.802291346,0.047619048,2026/04/28 6:57
1482,4623 JT Equity,アサヒペン,Chemicals,スタンダード,2026/05/14,,7695000000,1107.692308,1710,1711,-0.000584454,1708,1719,1713.5,-0.001165841,200,1711,1710,-0.011560694,0.004998948,0.005579872,0.025208533,0.035941804,0.003575447,1724.846154,26.72803164,0.035087719,14.87715904,0.440535521,-0.008607234,2026/04/28 6:57
1483,4624 JT Equity,イサム塗料,Chemicals,スタンダード,2026/05/11,12:00,7340000000,1244.444444,3670,3660,0.00273224,3665,3760,3712.5,0.009517335,2200,3680,3660,0.015214385,0.012432975,0.036572331,0.091001598,0.380731826,0.184057423,3716.481481,37.27614427,0.013623978,10.41578464,0.391338463,-0.012506851,2026/04/28 6:57
1484,4625 JT Equity,アトミクス,Chemicals,スタンダード,2026/05/14,13:00,5518404000,19700,762,765,-0.003921569,761,770,765.5,-0.001304631,10100,770,754,-0.091775924,0.033330439,0.145615979,0.283165266,0.23649867,0.234448743,821.2962963,27.19920856,0.026246719,11.85143526,0.384302613,-0.072198422,2026/04/28 6:57
1485,4626 JT Equity,太陽ホールディングス,Chemicals,プライム,2026/04/30,11:00,5.6083E+11,462503.7037,4800,4753,0.009888491,4785,4801,4793,0.00767371,325200,4800,4755,-0.041342121,-0.062866068,0.212121212,1.093909449,3.291558348,2.877111719,4844.851852,46.94909533,0.0171875,27.70090304,4.998909279,-0.009257631,2026/04/28 6:57
1486,4627 JT Equity,ナトコ,Chemicals,スタンダード,2026/05/29,,13112484000,4348.148148,1610,1641,-0.01889092,1610,1618,1614,-0.020631068,2900,1620,1602,-0.055395268,0.036732109,0.026413077,0.188940682,0.131058033,0.310299896,1713.518519,28.81731754,0.034782609,11.08835824,0.494556762,-0.060412839,2026/04/28 6:57
1487,4628 JT Equity,エスケー化研,Chemicals,スタンダード,2026/05/13,14:00,1.63008E+11,2622.222222,10400,10300,0.009708738,10300,10480,10390,0,500,10490,10300,-0.002876318,-0.013165587,0.1623928,0.17801286,0.256441484,0.344019288,10755.18519,39.3700709,0.011538462,14.24353511,0.82269285,-0.033024553,2026/04/28 6:57
1488,4629 JT Equity,大伸化学,Chemicals,スタンダード,2026/05/14,14:00,9170224000,14225.92593,1997,1955,0.021483376,1955,1999,1977,0.013846154,7700,2024,1942,0.113775795,0.211602986,0.325682488,0.458250737,0.7801667,0.524304669,1957.740741,48.86005284,0.020030045,10.1903468,0.535579058,0.020053349,2026/04/28 6:57
1489,462A JT Equity,FUNDINNO,Capital Markets,グロース,2026/06/19,,18180634962,163559.2593,762,762,0,762,770,766,0.013227513,136400,785,740,-0.169029444,-0.116009281,-0.153333333,-0.153333333,-0.153333333,-0.153333333,879.2962963,27.81176158,,70.45769764,3.602739841,-0.133397919,2026/04/28 6:57
1490,4631 JT Equity,ＤＩＣ,Chemicals,プライム,2026/05/15,11:00,3.41804E+11,348681.4815,3592,3584,0.002232143,3585,3593,3589,0.003354767,398400,3599,3560,-0.022052818,-0.034148965,0.03833785,0.410568805,0.615186304,0.556802016,3710.703704,33.3421045,0.055679287,12.84964388,0.722243115,-0.03198954,2026/04/28 6:57
1491,4633 JT Equity,サカタインクス,Chemicals,プライム,2026/05/08,,1.26817E+11,215062.963,2341,2318,0.009922347,2341,2347,2344,0.011653,191700,2348,2308,0.039520426,-0.009729272,0.042917694,0.329015543,1.368326422,1.751896543,2329.518519,48.831563,0.040580948,11.23281002,0.965185864,0.004928693,2026/04/28 6:57
1492,4634 JT Equity,artience,Chemicals,プライム,2026/05/15,15:00,1.96118E+11,96981.48148,3900,3890,0.002570694,3890,3905,3897.5,0.002572347,77800,3940,3890,0.041388518,0.087866109,0.254022169,0.375853634,0.966516103,1.356569671,3876.481481,46.65884731,0.025641026,15.95249899,0.695233262,0.006066976,2026/04/28 6:57
1493,4635 JT Equity,東京インキ,Chemicals,スタンダード,2026/05/13,,17731055790,35877.77778,1301,1285,0.012451362,1300,1301,1300.5,0.009704969,41600,1304,1273,-0.053129549,-0.092984245,-0.077324443,0.720729327,1.691425489,2.799229495,1375.703704,31.87130456,0.048424289,11.79025506,0.531598292,-0.054302175,2026/04/28 6:57
1494,463A JT Equity,インテリックスホールディング,Real Estate Management & Development,スタンダード,2026/07/11,,10996668000,28585.18519,1080,1077,0.002785515,1079,1088,1083.5,0.001849283,13300,1093,1072,0.150159744,0.129707113,0.160042965,0.160042965,0.160042965,0.160042965,1049.185185,48.86768959,0.048148148,6.337901932,0.630701457,0.029370234,2026/04/28 6:57
1495,4641 JT Equity,アルプス技研,Professional Services,プライム,2026/05/14,14:00,52551327775,32948.14815,2533,2515,0.007157058,2521,2549,2535,0.008152714,29100,2535,2515,-0.012860483,-0.026892048,-0.013846282,-0.024034382,0.102958431,0.530714093,2582.185185,38.47794752,0.042637189,12.64717236,2.43880583,-0.019047892,2026/04/28 6:57
1496,4642 JT Equity,オリジナル設計,Construction & Engineering,スタンダード,2026/05/08,14:00,11109993600,3400,1502,1540,-0.024675325,1501,1513,1507,-0.006591958,2200,1532,1502,-0.006613757,-0.013140604,-0.10109698,0.122151395,1.006405991,0.810166673,1504.518519,46.55908139,0.023302264,14.0551794,1.133424838,-0.00167397,2026/04/28 6:57
1497,4644 JT Equity,イマジニア,Entertainment,スタンダード,2026/05/15,14:00,10893927000,9796.296296,1023,1022,0.000978474,1022,1023,1022.5,0.000978953,1100,1023,1020,-0.00195122,-0.04085974,-0.006636895,0.082375601,0.11564441,0.0778459,1033.37037,40.63673111,0.058651026,193.8850953,0.82709052,-0.010035483,2026/04/28 6:57
1498,4645 JT Equity,市進ホールディングス,Diversified Consumer Services,スタンダード,2026/07/10,,4517682288,1516,426,426,0,422,428,425,-0.004683841,700,426,421,0.009478673,-0.048034934,-0.048034934,0.058252427,-0.048680285,0.330727201,423.4,49.19568711,0.023474178,8.706580096,1.389742929,0.006140765,2026/04/28 6:57
1499,464A JT Equity,QPSホールディングス,Aerospace & Defense,グロース,,,1.41258E+11,2610840.741,2534,2423,0.045810978,2532,2536,2534,0.046242775,1767500,2564,2432,0.187998125,0.407777778,0.456321839,0.456321839,0.456321839,0.456321839,2484.407407,49.1737412,,,8.324420175,0.019961538,2026/04/28 6:57
1500,4650 JT Equity,ＳＤエンターテイメント,"Hotels, Restaurants & Leisure",スタンダード,2026/05/15,,2411196000,8151.851852,268,267,0.003745318,266,268,267,-0.003731343,7300,268,265,-0.003717472,-0.112582781,-0.056338028,-0.018315018,-0.014705882,-0.338271605,272.6296296,40.61400022,,20.9671669,1.492675846,-0.016981388,2026/04/28 6:57
1501,4651 JT Equity,サニックスホールディングス,Commercial Services & Supplies,スタンダード,2026/05/15,14:00,11740655040,1773666.667,240,231,0.038961039,239,241,240,0.041214751,1129000,247,231,0.137440758,0.096266432,0.111352668,0.039806358,-0.149912696,-0.28321041,225.1851852,55.43350453,0.008333333,21.73301409,1.162169733,0.065789474,2026/04/28 6:57
1502,4657 JT Equity,環境管理センター,Commercial Services & Supplies,スタンダード,2026/05/15,14:00,2308317762,73685.18519,482,480,0.004166667,479,483,481,0.004175365,20600,490,476,0.032119914,0.092970522,0.105504587,0.210470395,0.182935385,-0.257795824,474.1851852,52.8045664,0.01659751,89.5111004,1.019074095,0.016480512,2026/04/28 6:57
1503,4658 JT Equity,日本空調サービス,Commercial Services & Supplies,プライム,2026/05/13,15:00,56252448000,86744.44444,1572,1512,0.03968254,1570,1573,1571.5,0.039695667,112500,1572,1535,0.057162071,0.098463125,0.280078035,0.625961107,1.409508836,1.637066125,1562.074074,52.03507211,0.03307888,16.18189454,1.8908676,0.006354325,2026/04/28 6:57
1504,4659 JT Equity,エイジス,Commercial Services & Supplies,スタンダード,2026/05/15,,47554848000,12003.7037,4415,4415,0,4415,4420,4417.5,0,37900,4420,4415,-0.005630631,0.452302632,0.490043874,0.733411857,1.038312568,0.348782887,4423.703704,57.66041212,,17.01720431,1.443229932,-0.001967515,2026/04/28 6:57
1505,4661 JT Equity,オリエンタルランド,"Hotels, Restaurants & Leisure",プライム,2026/04/28,15:00,4.3832E+12,4648781.481,2434.5,2387.5,0.019685864,2434,2435,2434.5,0.018619247,6665100,2434.5,2395,-0.076966825,-0.107183163,-0.305558682,-0.222323227,-0.486887434,-0.202578748,2622.62963,31.29918064,0.005750667,31.27571262,3.711121834,-0.071733205,2026/04/28 6:57
1506,4662 JT Equity,フォーカスシステムズ,Software,プライム,2026/05/15,14:00,24993373028,44788.88889,1534,1519,0.009874918,1520,1535,1527.5,0.004934211,56700,1540,1518,-0.016666667,-0.137577077,-0.035806975,0.495120529,0.679913172,1.025158628,1584.740741,38.70885444,0.041720991,10.62368467,1.490113016,-0.032018323,2026/04/28 6:57
1507,4664 JT Equity,アール・エス・シー,Commercial Services & Supplies,スタンダード,2026/05/14,,2723760000,104874.0741,873,878,-0.005694761,873,876,874.5,0.001718213,36100,882,860,-0.060279871,-0.126743377,0.338818136,0.573067673,0.529745206,0.591009289,912.4814815,44.58743233,0.027491409,24.32477503,1.14676825,-0.043268255,2026/04/28 6:57
1508,4665 JT Equity,ダスキン,Commercial Services & Supplies,プライム,2026/05/15,14:00,1.89504E+11,123722.2222,3948,3918,0.007656968,3941,3949,3945,0.006120888,97800,3948,3913,-0.057081443,-0.05195325,0.076319384,0.081630702,0.293036785,0.782986297,4150.592593,28.30936536,0.029128673,24.10257852,1.203141535,-0.048810522,2026/04/28 6:57
1509,4666 JT Equity,パーク２４,Commercial Services & Supplies,プライム,2026/06/12,,3.24308E+11,957748.1481,1896,1857.5,0.020726783,1894,1897,1895.5,0.021557532,868900,1898.5,1873.5,-0.018379498,-0.128275862,0.057392406,-0.049962368,-0.076129679,-0.091759064,1950.074074,44.10219362,0.015822785,20.74670612,4.555254411,-0.027729241,2026/04/28 6:57
1510,4667 JT Equity,アイサンテクノロジー,Software,スタンダード,2026/05/08,,9322284720,14740.74074,1680,1690,-0.00591716,1680,1700,1690,0.002372479,12000,1701,1650,-0.047619048,-0.194104735,0.097587017,0.168713051,-0.282351008,-0.133286857,1765.333333,34.85392537,0.020833333,22.02687646,1.418572653,-0.048338369,2026/04/28 6:57
1511,4668 JT Equity,明光ネットワークジャパン,Diversified Consumer Services,プライム,2026/07/10,,17778680400,54244.44444,689,681,0.01174743,687,689,688,0.007320644,63200,689,683,-0.026836158,-0.009073615,-0.013248866,-0.014520742,0.186278149,0.408684813,704.2222222,42.08941543,0.040638607,14.41361593,1.358729055,-0.021615652,2026/04/28 6:57
1512,4671 JT Equity,ファルコホールディングス,Health Care Providers & Services,スタンダード,2026/05/12,15:00,27127649580,14777.77778,2540,2520,0.007936508,2520,2555,2537.5,0.006145916,13300,2540,2512,-0.020439645,-0.019516577,0.036343634,0.150974708,0.462610285,0.927000856,2611.592593,33.52552092,0.049212598,14.30499409,1.005762716,-0.027413385,2026/04/28 6:57
1513,4673 JT Equity,川崎地質,Construction & Engineering,スタンダード,,,5871789000,22977.77778,5550,5590,-0.007155635,5540,5650,5595,-0.006216696,1200,5590,5490,0.001805054,0.179596174,0.156457144,1.288341111,1.472212032,1.445485408,5497.407407,49.94531491,0.026126126,5.225808632,0.861236237,0.009566799,2026/04/28 6:57
1514,4674 JT Equity,クレスコ,Software,プライム,2026/05/08,15:00,57918000000,78881.48148,1379,1375,0.002909091,1373,1386,1379.5,0.004368402,54500,1379,1362,-0.0302391,-0.158419219,-0.126010518,0.18542215,0.699526593,0.951497732,1438.222222,31.07992394,0.042059463,12.03936959,1.726957145,-0.041177379,2026/04/28 6:57
1515,4676 JT Equity,ﾌｼﾞ･ﾒﾃﾞｨｱ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Media,プライム,2026/05/12,,6.56028E+11,988144.4444,3879,3937,-0.014732029,3874,3880,3877,-0.014989837,790300,3956,3868,-0.039375929,0.050214639,0.157223408,0.345274552,2.315084829,2.444011088,4079,42.05886539,0.0322248,,0.996174522,-0.049031625,2026/04/28 6:57
